text	504	342	511	373
text	512	342	527	373
text	528	342	543	373
text	288	54	303	100
text	304	54	317	100
text	513	209	527	244
text	528	209	543	244
text	544	209	559	244
text	560	209	567	244
text	571	203	575	234
text	576	203	591	234
text	592	203	607	234
text	608	203	613	234
text	513	412	527	454
text	528	412	543	454
text	544	412	559	454
text	560	412	566	454
text	310	58	319	138
text	320	58	335	138
text	336	58	351	138
text	352	58	367	138
text	368	58	375	138
text	526	265	527	287
text	528	265	543	287
text	544	265	551	287
text	846	24	847	50
text	848	24	863	50
text	864	24	879	50
text	880	24	895	50
text	896	24	911	50
text	912	24	915	50
text	475	24	479	58
text	480	24	495	58
text	496	24	511	58
text	512	24	527	58
text	528	24	543	58
text	544	24	559	58
text	560	24	562	58
text	680	69	687	97
text	688	69	703	97
text	704	69	719	97
text	720	69	735	97
text	736	69	751	97
text	752	69	767	97
text	768	69	776	97
text	856	68	863	90
text	864	68	879	90
text	880	68	895	90
text	896	68	909	90
text	320	44	335	57
text	336	44	351	57
text	352	44	367	57
text	368	44	372	57
text	310	137	319	156
text	320	137	335	156
text	336	137	351	156
text	352	137	365	156
text	528	246	543	260
text	544	246	559	260
text	560	246	561	260
text	515	384	527	415
text	528	384	543	415
text	544	384	558	415
text	504	342	511	373
text	512	342	527	373
text	528	342	543	373
text	288	54	303	100
text	304	54	317	100
text	513	209	527	244
text	528	209	543	244
text	544	209	559	244
text	560	209	567	244
text	571	203	575	234
text	576	203	591	234
text	592	203	607	234
text	608	203	613	234
text	513	412	527	454
text	528	412	543	454
text	544	412	559	454
text	560	412	566	454
text	310	58	319	138
text	320	58	335	138
text	336	58	351	138
text	352	58	367	138
text	368	58	375	138
text	526	265	527	287
text	528	265	543	287
text	544	265	551	287
text	846	24	847	50
text	848	24	863	50
text	864	24	879	50
text	880	24	895	50
text	896	24	911	50
text	912	24	915	50
text	475	24	479	58
text	480	24	495	58
text	496	24	511	58
text	512	24	527	58
text	528	24	543	58
text	544	24	559	58
text	560	24	562	58
text	680	69	687	97
text	688	69	703	97
text	704	69	719	97
text	720	69	735	97
text	736	69	751	97
text	752	69	767	97
text	768	69	776	97
text	856	68	863	90
text	864	68	879	90
text	880	68	895	90
text	896	68	909	90
text	320	44	335	57
text	336	44	351	57
text	352	44	367	57
text	368	44	372	57
text	310	137	319	156
text	320	137	335	156
text	336	137	351	156
text	352	137	365	156
text	528	246	543	260
text	544	246	559	260
text	560	246	561	260
text	515	384	527	415
text	528	384	543	415
text	544	384	558	415
