text	100	2	111	68
text	112	2	127	68
text	128	2	143	68
text	144	2	159	68
text	160	2	175	68
text	176	2	191	68
text	192	2	207	68
text	208	2	223	68
text	224	2	239	68
text	240	2	255	68
text	256	2	271	68
text	272	2	287	68
text	288	2	303	68
text	304	2	319	68
text	320	2	335	68
text	336	2	351	68
text	352	2	362	68
text	661	406	671	477
text	672	406	687	477
text	688	406	703	477
text	704	406	719	477
text	720	406	735	477
text	736	406	743	477
text	562	180	575	225
text	576	180	591	225
text	592	180	607	225
text	608	180	614	225
text	1	0	15	76
text	16	0	31	76
text	32	0	47	76
text	48	0	64	76
text	100	2	111	68
text	112	2	127	68
text	128	2	143	68
text	144	2	159	68
text	160	2	175	68
text	176	2	191	68
text	192	2	207	68
text	208	2	223	68
text	224	2	239	68
text	240	2	255	68
text	256	2	271	68
text	272	2	287	68
text	288	2	303	68
text	304	2	319	68
text	320	2	335	68
text	336	2	351	68
text	352	2	362	68
text	661	406	671	477
text	672	406	687	477
text	688	406	703	477
text	704	406	719	477
text	720	406	735	477
text	736	406	743	477
text	562	180	575	225
text	576	180	591	225
text	592	180	607	225
text	608	180	614	225
text	1	0	15	76
text	16	0	31	76
text	32	0	47	76
text	48	0	64	76
