text	570	128	575	150
text	576	128	584	150
text	477	80	479	104
text	480	80	495	104
text	496	80	511	104
text	512	80	520	104
text	400	94	415	119
text	416	94	423	119
text	430	98	431	140
text	432	98	447	140
text	448	98	463	140
text	464	98	479	140
text	480	98	495	140
text	496	98	500	140
text	504	112	511	145
text	512	112	527	145
text	528	112	543	145
text	544	112	559	145
text	560	112	561	145
text	525	91	527	114
text	528	91	543	114
text	544	91	556	114
text	568	160	575	182
text	576	160	589	182
text	420	134	431	158
text	432	134	444	158
text	451	138	463	170
text	464	138	479	170
text	480	138	495	170
text	496	138	511	170
text	512	138	522	170
text	529	151	543	181
text	544	151	559	181
text	560	151	562	181
text	209	189	223	215
text	224	189	239	215
text	240	189	255	215
text	256	189	271	215
text	272	189	287	215
text	288	189	299	215
text	305	200	319	216
text	708	238	719	254
text	337	114	351	132
text	352	114	367	132
text	368	114	384	132
text	386	123	399	135
text	352	127	367	149
text	368	127	383	149
text	384	127	399	149
text	400	127	411	149
text	355	140	367	154
text	368	140	383	154
text	384	140	396	154
text	398	147	399	156
text	400	147	405	156
text	448	563	463	583
text	464	563	479	583
text	531	546	543	565
text	544	546	557	565
text	935	192	943	217
text	944	192	959	217
text	960	192	975	217
text	976	192	991	217
text	992	192	993	217
text	940	219	943	236
text	944	219	959	236
text	960	219	971	236
text	570	128	575	150
text	576	128	584	150
text	477	80	479	104
text	480	80	495	104
text	496	80	511	104
text	512	80	520	104
text	400	94	415	119
text	416	94	423	119
text	430	98	431	140
text	432	98	447	140
text	448	98	463	140
text	464	98	479	140
text	480	98	495	140
text	496	98	500	140
text	504	112	511	145
text	512	112	527	145
text	528	112	543	145
text	544	112	559	145
text	560	112	561	145
text	525	91	527	114
text	528	91	543	114
text	544	91	556	114
text	568	160	575	182
text	576	160	589	182
text	420	134	431	158
text	432	134	444	158
text	451	138	463	170
text	464	138	479	170
text	480	138	495	170
text	496	138	511	170
text	512	138	522	170
text	529	151	543	181
text	544	151	559	181
text	560	151	562	181
text	209	189	223	215
text	224	189	239	215
text	240	189	255	215
text	256	189	271	215
text	272	189	287	215
text	288	189	299	215
text	305	200	319	216
text	708	238	719	254
text	337	114	351	132
text	352	114	367	132
text	368	114	384	132
text	386	123	399	135
text	352	127	367	149
text	368	127	383	149
text	384	127	399	149
text	400	127	411	149
text	355	140	367	154
text	368	140	383	154
text	384	140	396	154
text	398	147	399	156
text	400	147	405	156
text	448	563	463	583
text	464	563	479	583
text	531	546	543	565
text	544	546	557	565
text	935	192	943	217
text	944	192	959	217
text	960	192	975	217
text	976	192	991	217
text	992	192	993	217
text	940	219	943	236
text	944	219	959	236
text	960	219	971	236
