text	374	0	383	70
text	384	0	399	70
text	400	0	415	70
text	416	0	431	70
text	432	0	447	70
text	448	0	460	70
text	458	0	463	40
text	464	0	479	40
text	480	0	495	40
text	496	0	511	40
text	512	0	527	40
text	528	0	543	40
text	544	0	555	40
text	141	134	143	158
text	144	134	159	158
text	160	134	168	158
text	465	233	479	275
text	480	233	492	275
text	438	323	447	370
text	448	323	463	370
text	464	323	475	370
text	425	285	431	300
text	432	285	447	300
text	448	285	463	300
text	464	285	471	300
text	381	281	383	309
text	384	281	399	309
text	400	281	401	309
text	711	95	719	118
text	720	95	735	118
text	736	95	738	118
text	360	171	367	243
text	368	171	383	243
text	384	171	400	243
text	374	0	383	70
text	384	0	399	70
text	400	0	415	70
text	416	0	431	70
text	432	0	447	70
text	448	0	460	70
text	458	0	463	40
text	464	0	479	40
text	480	0	495	40
text	496	0	511	40
text	512	0	527	40
text	528	0	543	40
text	544	0	555	40
text	141	134	143	158
text	144	134	159	158
text	160	134	168	158
text	465	233	479	275
text	480	233	492	275
text	438	323	447	370
text	448	323	463	370
text	464	323	475	370
text	425	285	431	300
text	432	285	447	300
text	448	285	463	300
text	464	285	471	300
text	381	281	383	309
text	384	281	399	309
text	400	281	401	309
text	711	95	719	118
text	720	95	735	118
text	736	95	738	118
text	360	171	367	243
text	368	171	383	243
text	384	171	400	243
