text	812	470	815	510
text	816	470	831	510
text	832	470	845	510
text	836	424	847	452
text	848	424	863	452
text	864	424	879	452
text	880	424	895	452
text	866	319	879	350
text	880	319	895	350
text	896	319	911	350
text	912	319	927	350
text	928	319	936	350
text	830	406	831	430
text	832	406	847	430
text	848	406	861	430
text	864	412	879	436
text	880	412	896	436
text	642	15	655	48
text	656	15	671	48
text	672	15	687	48
text	688	15	689	48
text	894	420	895	452
text	896	420	911	452
text	912	420	927	452
text	928	420	943	452
text	944	420	959	452
text	960	420	972	452
text	601	29	607	65
text	608	29	623	65
text	624	29	639	65
text	640	29	646	65
text	892	435	895	466
text	896	435	911	466
text	912	435	927	466
text	928	435	943	466
text	944	435	951	466
text	933	480	943	525
text	944	480	959	525
text	960	480	975	525
text	976	480	980	525
text	861	480	863	509
text	864	480	879	509
text	880	480	895	509
text	896	480	911	509
text	912	480	917	509
text	848	534	863	560
text	864	534	871	560
text	876	542	879	578
text	880	542	895	578
text	896	542	911	578
text	912	542	926	578
text	820	538	831	578
text	832	538	847	578
text	848	538	863	578
text	864	538	872	578
text	770	405	783	428
text	784	405	788	428
text	787	407	799	429
text	800	407	812	429
text	812	470	815	510
text	816	470	831	510
text	832	470	845	510
text	836	424	847	452
text	848	424	863	452
text	864	424	879	452
text	880	424	895	452
text	866	319	879	350
text	880	319	895	350
text	896	319	911	350
text	912	319	927	350
text	928	319	936	350
text	830	406	831	430
text	832	406	847	430
text	848	406	861	430
text	864	412	879	436
text	880	412	896	436
text	642	15	655	48
text	656	15	671	48
text	672	15	687	48
text	688	15	689	48
text	894	420	895	452
text	896	420	911	452
text	912	420	927	452
text	928	420	943	452
text	944	420	959	452
text	960	420	972	452
text	601	29	607	65
text	608	29	623	65
text	624	29	639	65
text	640	29	646	65
text	892	435	895	466
text	896	435	911	466
text	912	435	927	466
text	928	435	943	466
text	944	435	951	466
text	933	480	943	525
text	944	480	959	525
text	960	480	975	525
text	976	480	980	525
text	861	480	863	509
text	864	480	879	509
text	880	480	895	509
text	896	480	911	509
text	912	480	917	509
text	848	534	863	560
text	864	534	871	560
text	876	542	879	578
text	880	542	895	578
text	896	542	911	578
text	912	542	926	578
text	820	538	831	578
text	832	538	847	578
text	848	538	863	578
text	864	538	872	578
text	770	405	783	428
text	784	405	788	428
text	787	407	799	429
text	800	407	812	429
