text	522	123	527	140
text	528	123	543	140
text	544	123	559	140
text	560	123	575	140
text	576	123	579	140
text	929	184	943	204
text	944	184	959	204
text	960	184	975	204
text	976	184	991	204
text	992	184	1007	204
text	1008	184	1023	204
text	1024	184	1035	204
text	889	232	895	274
text	896	232	909	274
text	262	156	271	198
text	272	156	287	198
text	288	156	304	198
text	522	123	527	140
text	528	123	543	140
text	544	123	559	140
text	560	123	575	140
text	576	123	579	140
text	929	184	943	204
text	944	184	959	204
text	960	184	975	204
text	976	184	991	204
text	992	184	1007	204
text	1008	184	1023	204
text	1024	184	1035	204
text	889	232	895	274
text	896	232	909	274
text	262	156	271	198
text	272	156	287	198
text	288	156	304	198
