text	435	0	447	35
text	448	0	463	35
text	464	0	479	35
text	480	0	495	35
text	496	0	511	35
text	512	0	527	35
text	528	0	543	35
text	544	0	559	35
text	560	0	575	35
text	576	0	591	35
text	592	0	607	35
text	608	0	623	35
text	887	103	895	147
text	896	103	911	147
text	912	103	927	147
text	928	103	943	147
text	944	103	951	147
text	953	85	959	133
text	960	85	975	133
text	976	85	991	133
text	992	85	1007	133
text	1008	85	1023	133
text	1024	85	1034	133
text	901	85	911	108
text	912	85	927	108
text	928	85	934	108
text	967	64	975	89
text	976	64	991	89
text	992	64	1007	89
text	891	91	895	120
text	896	91	911	120
text	912	91	927	120
text	928	91	943	120
text	944	91	951	120
text	954	68	959	106
text	960	68	975	106
text	976	68	991	106
text	992	68	1007	106
text	1008	68	1023	106
text	1024	68	1031	106
text	981	185	991	200
text	992	185	1007	200
text	1008	185	1010	200
text	1008	182	1023	198
text	1024	182	1039	198
text	1040	182	1044	198
text	960	147	976	185
text	688	184	703	207
text	704	184	719	207
text	720	184	730	207
text	1	307	15	343
text	16	307	32	343
text	435	0	447	35
text	448	0	463	35
text	464	0	479	35
text	480	0	495	35
text	496	0	511	35
text	512	0	527	35
text	528	0	543	35
text	544	0	559	35
text	560	0	575	35
text	576	0	591	35
text	592	0	607	35
text	608	0	623	35
text	887	103	895	147
text	896	103	911	147
text	912	103	927	147
text	928	103	943	147
text	944	103	951	147
text	953	85	959	133
text	960	85	975	133
text	976	85	991	133
text	992	85	1007	133
text	1008	85	1023	133
text	1024	85	1034	133
text	901	85	911	108
text	912	85	927	108
text	928	85	934	108
text	967	64	975	89
text	976	64	991	89
text	992	64	1007	89
text	891	91	895	120
text	896	91	911	120
text	912	91	927	120
text	928	91	943	120
text	944	91	951	120
text	954	68	959	106
text	960	68	975	106
text	976	68	991	106
text	992	68	1007	106
text	1008	68	1023	106
text	1024	68	1031	106
text	981	185	991	200
text	992	185	1007	200
text	1008	185	1010	200
text	1008	182	1023	198
text	1024	182	1039	198
text	1040	182	1044	198
text	960	147	976	185
text	688	184	703	207
text	704	184	719	207
text	720	184	730	207
text	1	307	15	343
text	16	307	32	343
