text	259	68	271	80
text	272	68	287	80
text	288	68	298	80
text	259	80	271	94
text	272	80	287	94
text	288	80	304	94
text	259	92	271	104
text	272	92	287	104
text	288	92	303	104
text	304	92	313	104
text	260	105	271	116
text	272	105	279	116
text	280	103	287	116
text	288	103	303	116
text	325	81	335	101
text	336	81	341	101
text	341	151	351	162
text	352	151	367	162
text	368	151	370	162
text	423	153	431	161
text	432	153	444	161
text	259	68	271	80
text	272	68	287	80
text	288	68	298	80
text	259	80	271	94
text	272	80	287	94
text	288	80	304	94
text	259	92	271	104
text	272	92	287	104
text	288	92	303	104
text	304	92	313	104
text	260	105	271	116
text	272	105	279	116
text	280	103	287	116
text	288	103	303	116
text	325	81	335	101
text	336	81	341	101
text	341	151	351	162
text	352	151	367	162
text	368	151	370	162
text	423	153	431	161
text	432	153	444	161
