text	210	6	223	125
text	224	6	239	125
text	240	6	255	125
text	256	6	271	125
text	272	6	287	125
text	288	6	303	125
text	304	6	319	125
text	320	6	335	125
text	336	6	351	125
text	352	6	367	125
text	368	6	383	125
text	384	6	399	125
text	400	6	415	125
text	416	6	431	125
text	432	6	447	125
text	448	6	463	125
text	464	6	479	125
text	480	6	495	125
text	496	6	511	125
text	512	6	527	125
text	528	6	543	125
text	544	6	559	125
text	560	6	575	125
text	576	6	580	125
text	74	135	79	165
text	80	135	95	165
text	96	135	111	165
text	112	135	127	165
text	128	135	143	165
text	144	135	159	165
text	160	135	175	165
text	176	135	180	165
text	236	247	239	270
text	240	247	255	270
text	256	247	271	270
text	272	247	273	270
text	240	305	255	325
text	256	305	271	325
text	272	305	276	325
text	931	205	943	240
text	944	205	959	240
text	960	205	962	240
text	210	6	223	125
text	224	6	239	125
text	240	6	255	125
text	256	6	271	125
text	272	6	287	125
text	288	6	303	125
text	304	6	319	125
text	320	6	335	125
text	336	6	351	125
text	352	6	367	125
text	368	6	383	125
text	384	6	399	125
text	400	6	415	125
text	416	6	431	125
text	432	6	447	125
text	448	6	463	125
text	464	6	479	125
text	480	6	495	125
text	496	6	511	125
text	512	6	527	125
text	528	6	543	125
text	544	6	559	125
text	560	6	575	125
text	576	6	580	125
text	74	135	79	165
text	80	135	95	165
text	96	135	111	165
text	112	135	127	165
text	128	135	143	165
text	144	135	159	165
text	160	135	175	165
text	176	135	180	165
text	236	247	239	270
text	240	247	255	270
text	256	247	271	270
text	272	247	273	270
text	240	305	255	325
text	256	305	271	325
text	272	305	276	325
text	931	205	943	240
text	944	205	959	240
text	960	205	962	240
