text	606	317	607	340
text	608	317	623	340
text	624	317	639	340
text	640	317	655	340
text	656	317	671	340
text	672	317	687	340
text	548	364	559	395
text	560	364	575	395
text	576	364	591	395
text	592	364	607	395
text	608	364	623	395
text	624	364	639	395
text	640	364	655	395
text	656	364	671	395
text	672	364	680	395
text	826	43	831	60
text	832	43	847	60
text	848	43	863	60
text	864	43	879	60
text	880	43	894	60
text	910	278	911	298
text	912	278	927	298
text	928	278	942	298
text	576	190	591	217
text	592	190	608	217
text	606	317	607	340
text	608	317	623	340
text	624	317	639	340
text	640	317	655	340
text	656	317	671	340
text	672	317	687	340
text	548	364	559	395
text	560	364	575	395
text	576	364	591	395
text	592	364	607	395
text	608	364	623	395
text	624	364	639	395
text	640	364	655	395
text	656	364	671	395
text	672	364	680	395
text	826	43	831	60
text	832	43	847	60
text	848	43	863	60
text	864	43	879	60
text	880	43	894	60
text	910	278	911	298
text	912	278	927	298
text	928	278	942	298
text	576	190	591	217
text	592	190	608	217
