text	401	50	415	84
text	416	50	431	84
text	432	50	447	84
text	448	50	463	84
text	464	50	480	84
text	561	16	575	60
text	576	16	591	60
text	592	16	607	60
text	608	16	623	60
text	624	16	639	60
text	640	16	649	60
text	377	64	383	107
text	384	64	399	107
text	400	64	415	107
text	416	64	431	107
text	432	64	447	107
text	448	64	463	107
text	464	64	479	107
text	480	64	495	107
text	496	64	511	107
text	528	30	543	84
text	544	30	559	84
text	560	30	575	84
text	576	30	591	84
text	592	30	607	84
text	608	30	623	84
text	624	30	639	84
text	640	30	655	84
text	656	30	671	84
text	672	30	687	84
text	374	86	383	155
text	384	86	399	155
text	400	86	415	155
text	416	86	431	155
text	432	86	447	155
text	448	86	463	155
text	464	86	479	155
text	480	86	495	155
text	496	86	511	155
text	512	86	518	155
text	528	58	543	140
text	544	58	559	140
text	560	58	575	140
text	576	58	591	140
text	592	58	607	140
text	608	58	623	140
text	624	58	639	140
text	640	58	655	140
text	656	58	671	140
text	672	58	687	140
text	688	58	695	140
text	459	160	463	213
text	464	160	479	213
text	480	160	495	213
text	496	160	511	213
text	512	160	527	213
text	528	160	542	213
text	780	229	783	249
text	784	229	799	249
text	800	229	815	249
text	816	221	831	246
text	832	221	847	246
text	848	221	856	246
text	779	213	783	232
text	784	213	799	232
text	800	213	815	232
text	817	205	831	227
text	832	205	847	227
text	848	205	854	227
text	490	263	495	275
text	496	263	511	275
text	512	263	527	275
text	528	263	543	275
text	544	263	559	275
text	757	318	767	335
text	768	318	783	335
text	784	318	796	335
text	401	50	415	84
text	416	50	431	84
text	432	50	447	84
text	448	50	463	84
text	464	50	480	84
text	561	16	575	60
text	576	16	591	60
text	592	16	607	60
text	608	16	623	60
text	624	16	639	60
text	640	16	649	60
text	377	64	383	107
text	384	64	399	107
text	400	64	415	107
text	416	64	431	107
text	432	64	447	107
text	448	64	463	107
text	464	64	479	107
text	480	64	495	107
text	496	64	511	107
text	528	30	543	84
text	544	30	559	84
text	560	30	575	84
text	576	30	591	84
text	592	30	607	84
text	608	30	623	84
text	624	30	639	84
text	640	30	655	84
text	656	30	671	84
text	672	30	687	84
text	374	86	383	155
text	384	86	399	155
text	400	86	415	155
text	416	86	431	155
text	432	86	447	155
text	448	86	463	155
text	464	86	479	155
text	480	86	495	155
text	496	86	511	155
text	512	86	518	155
text	528	58	543	140
text	544	58	559	140
text	560	58	575	140
text	576	58	591	140
text	592	58	607	140
text	608	58	623	140
text	624	58	639	140
text	640	58	655	140
text	656	58	671	140
text	672	58	687	140
text	688	58	695	140
text	459	160	463	213
text	464	160	479	213
text	480	160	495	213
text	496	160	511	213
text	512	160	527	213
text	528	160	542	213
text	780	229	783	249
text	784	229	799	249
text	800	229	815	249
text	816	221	831	246
text	832	221	847	246
text	848	221	856	246
text	779	213	783	232
text	784	213	799	232
text	800	213	815	232
text	817	205	831	227
text	832	205	847	227
text	848	205	854	227
text	490	263	495	275
text	496	263	511	275
text	512	263	527	275
text	528	263	543	275
text	544	263	559	275
text	757	318	767	335
text	768	318	783	335
text	784	318	796	335
